row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,CPD-D-60m.mzML Peak area,CPD-H-60m.mzML Peak area,CPD-M-60m.mzML Peak area,CPD-R-60m.mzML Peak area,
412,495.29631706301,5.314171,,,,,,,,,,,10847.766,9053.882,11058.14,8570.334,
413,532.2186958813077,5.33136,,,,,,,,,,,2535715.2,2741868.8,2369803.0,2587713.0,
414,533.2217870395356,5.334858,,,,,,,,,,,754268.4,566883.7,704750.4,759219.3,
415,504.25935186904167,5.3418045,,,,,,,,,,,144537.0,135350.16,130643.49,136501.11,
416,505.2624192057959,5.3418045,,,,,,,,,,,43096.15,39322.31,39486.02,37975.28,
417,517.3090691925124,5.348936,,,,,,,,,,,11390.77,14022.983,8270.93,8276.426,
418,466.1992766358841,5.3846273,,,,,,,,,,,44996.027,42943.04,39074.504,40216.758,
419,494.2305549512562,5.3987846,,,,,,,,,,,25812.914,25413.791,23467.512,26262.797,
420,352.1966102093573,5.4059205,,,,,,,,,,,16835.326,17974.6,14983.266,16927.215,
421,548.2481429980941,5.41313,,,,,,,,,,,34861.805,32323.65,33083.85,33774.137,
422,440.30075687552767,5.4735975,,,,,,,,,,,5390.372,77756.13,30339.684,11631.284,
424,458.2174107005312,5.448886,,,,,,,,,,,46132.285,45090.69,40770.914,45055.094,
425,430.28398473994787,5.5515423,,,,,,,,,,,1109.5706,1059.2179,734.67316,88773.305,
426,548.2131219624483,5.45592,,,,,,,,,,,125935.77,136727.12,121446.79,132435.44,
427,462.2253694466953,5.4736986,,,,,,,,,,,95.19044,13765.241,112.44875,4379.6562,
428,412.2732216662366,5.533611,,,,,,,,,,,2497.7388,2980.7031,454.85632,27156.705,
429,396.2230209251834,5.4774857,,,,,,,,,,,28017.725,27737.635,23141.998,25970.365,
431,533.2578055273277,5.497922,,,,,,,,,,,362789.8,352928.97,324255.97,351790.6,
432,532.2545156698197,5.497922,,,,,,,,,,,1176129.5,1119655.6,1055749.0,1128522.1,
433,493.25609056211664,5.501257,,,,,,,,,,,82892.94,102372.734,91659.805,73089.09,
434,478.26317883495875,5.5230455,,,,,,,,,,,23017.59,1049.0419,5373.029,14106.424,
435,496.27065886365926,5.490813,,,,,,,,,,,55469.082,263.77158,12228.246,19783.217,
436,514.2841343394141,5.490813,,,,,,,,,,,33741.8,118.85306,8390.97,16634.045,
437,531.3090685641907,5.508647,,,,,,,,,,,29772.73,1682.205,8203.246,4917.1885,
438,428.1647011159893,5.5333514,,,,,,,,,,,34623.133,35025.88,28004.924,33878.195,
439,376.30578684369254,5.5405254,,,,,,,,,,,16968.916,143999.61,15350.822,25857.938,
440,496.1906330951666,5.5476465,,,,,,,,,,,113862.695,116511.8,99463.43,117391.46,
441,422.21741981041174,5.536948,,,,,,,,,,,19237.463,12273.432,15834.899,16766.834,
442,440.24913284614786,5.5405254,,,,,,,,,,,28605.809,31400.637,24847.646,28266.938,
443,494.19436961979443,5.5441294,,,,,,,,,,,382574.03,378883.84,329654.28,370326.6,
444,353.23142195889204,5.5441294,,,,,,,,,,,7765.4814,72878.13,7351.4663,13975.13,
445,497.1942953555021,5.5441294,,,,,,,,,,,31513.305,32127.984,26139.854,33006.312,
446,507.27200686824335,5.569053,,,,,,,,,,,499387.0,451322.78,280223.22,219499.11,
448,446.28041939069396,5.551253,,,,,,,,,,,160.59085,532.9314,123.07268,68115.95,
449,464.2895216112594,5.6768446,,,,,,,,,,,2746.093,2855.4802,2035.601,286729.12,
450,529.2536047296228,5.569053,,,,,,,,,,,17991.014,16018.834,11007.542,7278.195,
451,442.31679122987566,5.579858,,,,,,,,,,,1974.8939,36322.555,2024.5603,7022.3364,
452,479.27702483934473,5.579858,,,,,,,,,,,25764.6,5432.076,20463.145,9347.323,
453,484.2755774206717,5.5978374,,,,,,,,,,,28252.738,29390.756,23778.662,27333.076,
454,522.225772268293,5.5978374,,,,,,,,,,,28292.768,26655.342,24280.16,28324.623,
455,526.2621210391382,5.7093,,,,,,,,,,,237.86632,106.39551,496.59473,11218.646,
456,493.2925540069748,5.641082,,,,,,,,,,,63288.84,6608.372,45380.008,15541.779,
457,369.22614906715455,5.7129884,,,,,,,,,,,2488.1345,27759.422,1826.4366,10475.443,
458,373.1974448380181,5.6195025,,,,,,,,,,,217.11559,22882.44,101.521515,541.3206,
459,528.3020468998668,5.651851,,,,,,,,,,,27332.428,26657.977,23505.2,26901.088,
460,374.29021145125955,5.6589007,,,,,,,,,,,75967.53,260911.19,22499.826,25497.281,
462,560.2496736766932,5.691274,,,,,,,,,,,1373221.8,1180666.6,1181413.9,1210331.0,
463,572.3277679168525,5.702036,,,,,,,,,,,16588.117,13359.338,14973.359,14025.803,
464,428.2678428433781,5.63026,,,,,,,,,,,476.00183,272.91092,166.4591,28166.168,
465,481.3274231408968,5.6995106,,,,,,,,,,,0,0,0,15806.185,
466,398.29028999329046,5.7307706,,,,,,,,,,,28265.268,63567.613,7087.9004,12601.86,
467,522.1896888900205,5.7271852,,,,,,,,,,,476743.9,529727.44,429212.97,482572.9,
468,494.23057460420773,5.745151,,,,,,,,,,,19325.719,18921.818,16290.783,19132.91,
469,786.3095238875875,5.76328,,,,,,,,,,,115.46619,18216.533,285.4876,139.25255,
470,518.2756033542909,5.7415533,,,,,,,,,,,25669.68,11731.6045,22244.057,22740.918,
471,378.3215042323933,5.7667866,,,,,,,,,,,7262.8857,90585.48,2505.698,1991.7823,
472,386.17512726190006,5.7667866,,,,,,,,,,,2461.2434,25615.898,691.89667,629.9851,
473,462.272971953036,5.6914015,,,,,,,,,,,680.6331,692.9688,301.04102,57930.355,
475,576.2449008420534,5.7991967,,,,,,,,,,,47333.18,46589.637,34940.613,43483.324,
476,577.2479793518698,5.7991967,,,,,,,,,,,14688.363,13321.917,12901.461,13159.66,
477,353.2311454494938,5.7956977,,,,,,,,,,,7920.911,39575.973,5268.61,4147.9487,
478,376.3060308640442,5.7885165,,,,,,,,,,,28528.094,224370.0,8775.494,8451.676,
479,377.2299593081142,5.8531923,,,,,,,,,,,74660.94,112576.586,20175.77,41113.676,
480,400.3060863325556,5.8531923,,,,,,,,,,,74800.45,112041.07,26528.17,55864.207,
481,355.2474696980005,5.8532286,,,,,,,,,,,97012.96,241203.97,28914.01,52795.195,
482,430.18646900828213,5.885564,,,,,,,,,,,8904.503,11690.613,18842.828,9623.558,
483,522.2259634815509,5.8999534,,,,,,,,,,,198871.25,178940.53,169554.67,179302.94,
484,546.2700737006365,5.9143305,,,,,,,,,,,33307.207,22444.912,24823.393,22725.635,
485,362.29768042509494,5.8963795,,,,,,,,,,,792.4003,154847.28,71.54505,364.6579,
487,375.2142772475065,5.9972463,,,,,,,,,,,9388.8125,111615.76,1198.6481,14848.366,
490,396.2748062675629,5.9323573,,,,,,,,,,,7959.285,34600.145,235.1578,2881.3037,
491,428.2706447570509,6.040464,,,,,,,,,,,208.9584,350.4584,390.49564,21073.594,
492,464.2883414100599,6.0116425,,,,,,,,,,,9360.9,2469.5598,1831.5271,15277.373,
493,481.32797508128544,5.9906445,,,,,,,,,,,0,192.20673,0,17753.172,
495,357.26504815045246,6.033278,,,,,,,,,,,4623.452,19832.258,928.01447,788.5288,
496,355.24800386010406,5.9396214,,,,,,,,,,,18710.254,44894.867,7930.1064,19526.586,
497,377.2301064378895,5.9324293,,,,,,,,,,,43900.574,38252.48,9323.175,17793.879,
498,414.2931064371733,6.0116158,,,,,,,,,,,2237.8076,7029.609,496.2665,17455.041,
499,550.2208815561912,6.0837307,,,,,,,,,,,181835.17,145413.34,162131.36,161537.66,
500,412.28099041994426,6.0620575,,,,,,,,,,,447.6436,35190.902,1019.4247,189562.95,
501,466.3168471782304,6.098965,,,,,,,,,,,0,24242.639,743.1254,134286.84,
502,400.30613881463375,6.1233134,,,,,,,,,,,38079.02,75329.33,17188.771,7580.1323,
503,430.29401846796327,6.098113,,,,,,,,,,,159.45323,14435.986,419.24597,99683.29,
504,448.29888550375176,6.087328,,,,,,,,,,,2620.0369,8711.088,570.3853,71131.8,
505,780.3465280349054,6.1053023,,,,,,,,,,,31155.334,402.72562,781.6676,12011.22,
506,398.2905146765238,5.957557,,,,,,,,,,,22994.57,209237.33,4653.6597,35582.66,
507,422.1811535431126,6.116155,,,,,,,,,,,166237.55,141065.08,152558.5,137174.06,
508,427.1367086401865,6.116155,,,,,,,,,,,164280.12,139621.42,148169.53,132723.8,
509,450.2126215506753,6.116155,,,,,,,,,,,143733.55,122770.8,146634.11,143575.81,
510,768.286783001095,6.094552,,,,,,,,,,,69621.08,45434.555,77201.75,89204.18,
511,462.267510305245,6.137731,,,,,,,,,,,177703.12,11902.258,315438.3,34309.508,
512,480.2782595137341,6.1413145,,,,,,,,,,,57928.867,4130.391,111779.1,13420.128,
513,533.3257595327116,6.137731,,,,,,,,,,,75843.43,4064.404,138873.44,11186.138,
514,498.2887599772956,6.141327,,,,,,,,,,,33009.023,2030.1643,61396.617,10596.287,
515,516.3003864415834,6.141327,,,,,,,,,,,31952.598,4166.0674,52328.582,10098.775,
516,538.2766149943905,6.166491,,,,,,,,,,,35528.51,3213.3218,64330.293,6706.8228,
517,424.3059273979619,6.1665125,,,,,,,,,,,15545.523,84394.625,19444.395,38269.89,
518,764.3514705037794,6.1125298,,,,,,,,,,,47294.8,147.77077,2795.1492,4905.9414,
519,379.2479732510214,6.170105,,,,,,,,,,,29054.967,59820.723,13609.841,22952.01,
522,770.3468958403807,6.263631,,,,,,,,,,,5972.2065,118.13879,4057.8784,7236.9683,
523,381.2656947409154,6.31052,,,,,,,,,,,6071.939,18814.932,524.7175,6621.0312,
524,462.2336369266226,6.3105245,,,,,,,,,,,12512.656,13259.941,12455.94,12585.814,
525,430.2878156110837,6.3862157,,,,,,,,,,,85.04027,45408.934,414.64426,20477.717,
526,448.2984056809151,6.328557,,,,,,,,,,,690.3089,55234.84,312.76004,21779.766,
527,465.33708972842805,6.342602,,,,,,,,,,,258.94382,32344.262,0,1241.4824,
528,470.29130686759464,6.31014,,,,,,,,,,,0,13653.157,52.522614,2582.1047,
529,480.2787039180211,6.3573995,,,,,,,,,,,64429.598,19694.822,912.3846,1635.1285,
530,498.28886731800935,6.310556,,,,,,,,,,,27160.72,8081.6836,237.77899,4387.3833,
531,515.3154316139882,6.29932,,,,,,,,,,,48993.02,15893.137,0,147.3028,
533,356.2795917828787,6.306939,,,,,,,,,,,3292.8584,36205.33,5062.6387,5886.859,
534,424.30596350908525,6.353761,,,,,,,,,,,4702.2026,29780.783,4340.555,6380.7104,
535,504.1870800402825,6.4402847,,,,,,,,,,,15890.156,16710.627,19994.09,14355.696,
536,390.33161847212665,6.4086137,,,,,,,,,,,163.23685,26022.666,44.39802,0,
537,589.969207699155,6.4552393,,,,,,,,,,,86.94671,19415.84,0,0,
538,782.3069033844232,6.4727845,,,,,,,,,,,1698.5404,16423.973,1597.6084,427.15598,
539,450.21238781809427,6.4980116,,,,,,,,,,,30893.014,13249.109,27745.936,26681.785,
540,380.2796631779496,6.5556526,,,,,,,,,,,10173.6,44885.664,521.3841,2769.0464,
541,449.38515216119896,6.494387,,,,,,,,,,,8651.98,9353.5205,7814.4897,9254.429,
542,583.2556842759743,6.505206,,,,,,,,,,,1616.4977,12030.83,800.68036,1726.7804,
543,396.2750570468231,6.4943933,,,,,,,,,,,23607.705,3129.7183,4831.2373,5416.915,
544,358.2951500928895,6.588153,,,,,,,,,,,10852.942,129847.56,8520.627,7622.8594,
545,750.336508129563,6.5376625,,,,,,,,,,,12475.399,148.9642,1569.1897,27852.684,
546,616.1769578493196,6.5629387,,,,,,,,,,,7330.661,33931.74,13540.895,13152.422,
547,764.3517025357571,6.5845795,,,,,,,,,,,32990.426,597.0148,5327.763,94885.28,
548,414.28503470483383,6.6061964,,,,,,,,,,,10193.07,9972.64,9602.681,10244.885,
549,391.2087506787195,6.6061964,,,,,,,,,,,9847.738,9748.472,8837.227,9864.311,
550,377.22992006791003,6.624175,,,,,,,,,,,1815.5182,42855.656,7695.245,21321.145,
551,400.3058258252838,6.63136,,,,,,,,,,,4296.464,36401.816,10195.049,15973.787,
552,424.3058245894541,6.591744,,,,,,,,,,,2581.4165,64306.34,10701.123,44080.5,
553,431.13369731768955,6.6422305,,,,,,,,,,,31692.402,45569.637,41936.414,43174.484,
554,382.29529249756126,6.5989947,,,,,,,,,,,60704.613,4761.4663,1919.9419,2886.7888,
555,617.999548406754,6.660996,,,,,,,,,,,0,749368.8,357.78918,1337.7827,
556,404.20666468758526,6.670908,,,,,,,,,,,47962.47,8191.5205,53435.242,68565.875,
557,409.16208056243676,6.670908,,,,,,,,,,,52923.285,8273.536,55783.31,68905.984,
558,387.180137847458,6.670908,,,,,,,,,,,148665.03,25465.615,159812.66,203989.38,
559,432.23821935377794,6.670908,,,,,,,,,,,566735.4,96591.46,597019.1,750239.9,
560,418.22210406350854,6.674485,,,,,,,,,,,27092.09,3992.433,26055.951,33855.645,
561,380.2793964651754,6.7464857,,,,,,,,,,,20230.2,65419.918,2545.5132,16786.297,
562,702.2804656240345,6.703285,,,,,,,,,,,1722.8424,87691.484,5676.1367,1641.289,
563,415.1386092239598,6.7356873,,,,,,,,,,,40297.62,39470.86,35505.78,37077.797,
564,455.1313510305962,6.746482,,,,,,,,,,,785522.6,717281.9,705419.75,682501.75,
565,450.1759984415436,6.7465086,,,,,,,,,,,848535.94,849448.56,780894.56,814196.3,
566,716.2555701997559,6.8097873,,,,,,,,,,,0,42058.992,92.35774,77.23018,
567,478.20733779251077,6.760912,,,,,,,,,,,350818.62,403897.88,351537.4,372894.66,
568,816.3223577446021,6.7717056,,,,,,,,,,,38496.79,37092.152,34619.164,36885.94,
569,770.3455519116058,6.8185782,,,,,,,,,,,2636.632,140.10236,16807.543,7522.8184,
570,355.25427712864905,6.7573223,,,,,,,,,,,848.28046,5607.4863,14372.542,7024.257,
571,370.2587098968596,6.8222046,,,,,,,,,,,653.619,11279.667,529.06964,38925.754,
574,646.0309071511971,6.9288096,,,,,,,,,,,60.87874,180816.38,0,352.93866,
575,460.27069107661987,6.9194818,,,,,,,,,,,71592.77,41927.688,28669.055,31633.332,
576,415.21157181236515,6.923086,,,,,,,,,,,37393.688,19723.643,15761.13,14112.857,
577,432.2381406531176,6.9302897,,,,,,,,,,,13473.66,3284.323,13579.9375,19290.475,
578,734.3391465365235,6.9339094,,,,,,,,,,,6704.5063,106.97469,3267.8867,45628.24,
579,376.2595147893352,7.0059566,,,,,,,,,,,105181.74,116547.836,160141.39,135694.06,
580,393.28590945097625,7.0059566,,,,,,,,,,,29144.73,30873.072,44878.457,36550.16,
581,421.31735438082376,7.0059566,,,,,,,,,,,48380.062,53863.207,74451.26,60723.5,
582,414.2946246700122,6.9843674,,,,,,,,,,,755.44275,96892.36,430.68472,12254.106,
583,432.310622292193,7.045658,,,,,,,,,,,2449.1099,33092.09,12885.517,9159.436,
584,450.31993707158017,6.9699345,,,,,,,,,,,257.3559,53307.984,258.1564,3341.9998,
585,748.3568614687601,7.0384474,,,,,,,,,,,366441.78,12436.388,138987.05,466353.0,
586,770.3387233454755,7.0384474,,,,,,,,,,,21218.42,274.40533,7200.436,27195.854,
587,408.31096648037794,7.067276,,,,,,,,,,,4491.752,1444.0514,6463.93,16062.976,
588,359.2186648370508,7.213774,,,,,,,,,,,27682.71,6513.6006,2575.3813,11421.518,
589,358.29506525764,7.124998,,,,,,,,,,,21175.797,48637.78,19361.566,43364.465,
590,478.20722366423115,7.1286097,,,,,,,,,,,188971.9,152040.48,174863.42,140771.97,
591,483.1626405660601,7.1286097,,,,,,,,,,,26338.145,16634.184,22949.508,19460.285,
592,380.279526423889,7.1466084,,,,,,,,,,,8436.722,28022.258,311.96283,14862.279,
593,464.2816192424182,7.1855087,,,,,,,,,,,123247.77,29922.758,2720.2593,2581.0518,
594,700.2675839764794,7.1125717,,,,,,,,,,,0,60965.453,335.1295,72.62505,
595,387.1928637387252,7.175432,,,,,,,,,,,164401.52,147341.83,157264.25,160084.02,
597,453.1669343783683,7.2421618,,,,,,,,,,,94474.98,72304.74,59107.754,50525.65,
598,476.26369368579157,7.238565,,,,,,,,,,,59734.137,61934.266,38974.668,33622.402,
599,488.2990203031078,7.2454767,,,,,,,,,,,49559.605,51276.5,33512.85,29758.807,
600,415.211237581143,7.2454767,,,,,,,,,,,2969261.0,2605646.2,1900377.9,1649643.8,
601,432.2378333872461,7.2454767,,,,,,,,,,,706280.56,623523.25,422971.78,381702.9,
602,437.19318291323873,7.2454767,,,,,,,,,,,885645.2,706657.06,578509.1,454408.6,
603,460.269069174777,7.2454767,,,,,,,,,,,5402770.0,5021126.0,3516153.5,3214985.5,
604,446.25315342390604,7.2454767,,,,,,,,,,,264791.16,231197.33,169530.83,150780.0,
605,502.2793034467871,7.2454767,,,,,,,,,,,65766.11,63811.805,45575.414,39656.92,
606,374.36237507705874,7.2522545,,,,,,,,,,,31657.42,17165.12,42357.637,43580.523,
608,686.2845814846121,7.2729635,,,,,,,,,,,3839.7922,81057.055,7750.897,4512.532,
609,478.1706220897777,7.344206,,,,,,,,,,,2140830.5,1750167.9,1773456.1,1977418.1,
610,483.1259635099196,7.344206,,,,,,,,,,,1225984.6,1070914.1,1214691.8,1135597.8,
611,499.0995998622926,7.344206,,,,,,,,,,,135112.33,96591.45,136728.53,101595.484,
612,506.20187957942073,7.3513765,,,,,,,,,,,358778.8,371559.22,391657.94,400100.72,
613,698.3012867261114,7.3585153,,,,,,,,,,,137490.95,100740.22,151607.36,124389.0,
614,654.2750841526731,7.362116,,,,,,,,,,,171971.86,158841.45,182413.19,153600.86,
615,697.2530479230378,7.37641,,,,,,,,,,,18554.107,437632.94,21348.516,9576.132,
616,719.2344545687878,7.37641,,,,,,,,,,,4252.918,91317.86,4132.1484,2406.1978,
617,742.3230695386726,7.3548093,,,,,,,,,,,55219.336,69373.53,49441.523,50497.664,
619,714.2788581161765,7.380014,,,,,,,,,,,78651.06,1523650.1,86538.93,48971.46,
620,356.35181853836855,7.383523,,,,,,,,,,,72164.13,19639.04,95765.13,100326.18,
621,754.3474997317247,7.4259496,,,,,,,,,,,32400.383,0,48005.04,60259.414,
622,464.282603947021,7.419471,,,,,,,,,,,265016.53,25973.229,119.00951,213.69794,
623,500.30165678801933,7.3514752,,,,,,,,,,,113902.336,10917.183,166.8899,164.95009,
625,683.2744365655496,7.516775,,,,,,,,,,,39359.17,834.8122,118818.6,67085.87,
626,700.3024115185607,7.473866,,,,,,,,,,,131619.6,7099.5703,374921.5,215154.03,
627,728.3335876544197,7.5600677,,,,,,,,,,,18778.51,3232.2559,60259.094,32371.771,
629,460.269949760453,7.5023904,,,,,,,,,,,142517.28,100307.94,91915.29,95211.64,
632,437.16984791117045,7.6249433,,,,,,,,,,,27104.889,16709.02,23968.762,23296.873,
633,361.2345516936193,7.5636578,,,,,,,,,,,34246.582,44532.44,56250.523,154516.08,
634,669.2971412186499,7.646515,,,,,,,,,,,5896.3125,70.36159,9741.478,34220.98,
635,686.3215691506606,7.67102,,,,,,,,,,,14878.089,0,25284.717,88702.92,
636,714.3558084798086,7.664564,,,,,,,,,,,7410.3926,65.94655,14189.8955,52020.113,
637,726.3329213867544,7.6897964,,,,,,,,,,,55230.176,54887.594,62675.957,44929.49,
638,682.3066863498161,7.704249,,,,,,,,,,,86053.0,80896.92,69659.04,69787.61,
639,506.2021576726795,7.707859,,,,,,,,,,,454591.38,529257.56,503448.44,519550.56,
640,511.1573736729276,7.707859,,,,,,,,,,,105212.51,71265.375,105933.734,76039.0,
641,415.1880060158457,7.581635,,,,,,,,,,,103614.89,89886.24,100640.766,94710.15,
642,460.2457446326313,7.578036,,,,,,,,,,,136303.56,120954.77,135125.16,130468.72,
643,385.23478312479017,7.7186165,,,,,,,,,,,12519.8955,21162.498,110484.17,86365.42,
644,425.19407934555215,7.7618456,,,,,,,,,,,20447.756,49519.496,24862.01,19656.402,
645,358.36767353017274,7.772642,,,,,,,,,,,391723.94,146851.45,735437.4,1263965.9,
646,402.39386556800036,7.7978516,,,,,,,,,,,15769.974,4653.6763,24850.855,25818.988,
647,374.36255177565977,7.833964,,,,,,,,,,,33452.42,13358.472,30908.775,66710.56,
648,714.238829788223,7.8628197,,,,,,,,,,,511584.72,535660.44,513478.72,455449.47,
649,742.2699631278863,7.8628197,,,,,,,,,,,138794.45,177550.61,149694.19,196486.64,
650,752.3318765192843,7.8631835,,,,,,,,,,,5488.729,0,49255.098,26427.016,
651,719.1940343514506,7.8700385,,,,,,,,,,,213335.45,155069.2,210798.92,192530.31,
652,386.3625036964948,7.9025536,,,,,,,,,,,37585.72,33892.992,33443.742,34573.75,
653,698.2971867948875,7.8592777,,,,,,,,,,,28733.693,10299.649,16566.715,17588.828,
654,570.2562639952598,8.039265,,,,,,,,,,,6971.997,3444.7424,31100.611,123386.35,
656,385.2734089842644,7.9781857,,,,,,,,,,,40109.56,16131.933,167219.31,448675.16,
657,478.2924826286071,8.010287,,,,,,,,,,,43515.836,25972.115,94199.8,182844.2,
658,502.29243985913064,8.049841,,,,,,,,,,,187239.08,55457.246,227471.19,861821.6,
659,580.2747703738362,8.013876,,,,,,,,,,,315379.1,284428.2,321325.9,296668.22,
660,361.2731061334863,8.013876,,,,,,,,,,,32387.762,8361.506,38739.11,159579.06,
661,524.2744562935924,8.013876,,,,,,,,,,,30982.588,7747.978,37073.703,127049.0,
663,443.1825776818471,8.053269,,,,,,,,,,,398028.12,373399.53,333744.2,391875.38,
664,465.1643787033722,8.053269,,,,,,,,,,,175703.9,159496.03,169838.3,120771.836,
665,488.24112801389185,8.053269,,,,,,,,,,,559142.56,689584.0,699737.06,607018.6,
666,460.20900913371656,8.056864,,,,,,,,,,,94304.625,85664.44,81130.414,73285.35,
667,387.1198167183303,8.056864,,,,,,,,,,,95768.914,78902.97,80517.016,80236.5,
668,548.2743748957897,8.039321,,,,,,,,,,,29601.404,12154.101,130978.02,558867.75,
669,526.2927686852017,8.071666,,,,,,,,,,,246907.31,113603.91,1039245.8,2159319.2,
674,590.3210170935843,8.218379,,,,,,,,,,,6348.5957,821.81274,32641.69,36545.875,
675,387.2882957695509,8.203941,,,,,,,,,,,11145.874,1401.4357,3776.7007,39765.895,
678,520.3395940916398,8.3193865,,,,,,,,,,,126421.0,180254.58,283242.97,285654.5,
679,437.37349127434425,8.330214,,,,,,,,,,,9291.499,22189.578,109749.4,23309.346,
680,459.3551870241781,8.330214,,,,,,,,,,,7934.563,15044.014,81470.35,15622.349,
681,528.3035063977006,8.153511,,,,,,,,,,,48854.45,6326.7856,53496.664,191264.23,
682,594.1600953207382,8.340994,,,,,,,,,,,19556.615,5097.2407,32859.605,42293.2,
683,546.3507200410282,8.344669,,,,,,,,,,,190043.6,19818.926,62617.613,18149.72,
684,608.306086172528,8.359062,,,,,,,,,,,137803.38,150073.95,144919.31,145767.58,
685,568.339701554147,8.214772,,,,,,,,,,,67000.09,14055.274,310443.3,344140.22,
686,524.3709425989108,8.377145,,,,,,,,,,,1782957.6,230743.25,634148.25,405496.53,
687,544.339623042699,8.26894,,,,,,,,,,,151082.8,41484.7,152731.48,342189.2,
688,616.4627884576919,8.467406,,,,,,,,,,,58227.547,82331.04,85447.0,103191.57,
689,520.3394765395335,8.55035,,,,,,,,,,,89961.24,111134.984,159163.17,114891.875,
690,454.292377232524,8.575614,,,,,,,,,,,92781.92,50069.305,182240.64,26147.188,
691,383.2035052390272,8.590029,,,,,,,,,,,81560.34,87437.92,82940.36,95527.42,
692,712.3402673216854,8.607942,,,,,,,,,,,25899.938,112.81157,69604.4,58775.15,
693,689.2611525705704,8.647594,,,,,,,,,,,26895.61,687.5635,70053.16,60904.996,
694,762.2752406766574,8.651221,,,,,,,,,,,80031.34,167171.58,123929.35,129044.555,
695,667.278761521824,8.647594,,,,,,,,,,,92841.06,1760.2268,238662.3,200536.34,
696,684.3056965817932,8.647594,,,,,,,,,,,242911.27,5641.17,611488.25,525258.8,
698,675.2815138191185,8.82223,,,,,,,,,,,38980.35,0,43804.38,137314.73,
699,653.2996882736988,8.82223,,,,,,,,,,,146038.8,0,161463.81,455801.1,
700,670.321477252118,8.794936,,,,,,,,,,,251296.12,546.59906,282575.06,810611.44,
701,698.3575526643402,8.82223,,,,,,,,,,,208442.25,0,251705.12,768961.7,
702,786.2019272634496,8.930706,,,,,,,,,,,46942.465,13005.658,76476.46,122422.95,
704,678.477959163127,9.020138,,,,,,,,,,,32394.225,43494.88,41210.242,144849.22,
705,634.4518963589683,9.030844,,,,,,,,,,,40858.83,37618.707,43357.0,124085.51,
706,668.3103893326098,9.108151,,,,,,,,,,,86703.9,0,136427.36,207020.75,
707,696.3415788982035,9.108151,,,,,,,,,,,111919.266,0,193309.11,309824.75,
708,350.2659025218781,9.158298,,,,,,,,,,,298232.78,207772.84,166428.08,195501.28,
710,892.6187299133403,9.218282,,,,,,,,,,,440797.8,394463.6,366298.44,384419.2,
711,776.5717931979448,9.202032,,,,,,,,,,,1557443.4,1244194.1,1191175.1,1260832.4,
712,820.5978712642575,9.202032,,,,,,,,,,,816684.7,669870.75,620731.8,805253.5,
713,688.5197565177118,9.221814,,,,,,,,,,,3824016.2,4061099.0,2860248.2,3073242.8,
714,732.5457742917936,9.221814,,,,,,,,,,,2588204.8,2100226.8,1930154.8,2101446.5,
715,644.4936124273197,9.228556,,,,,,,,,,,5054090.5,5419059.0,4891650.5,4088099.5,
716,758.5684363625298,9.271599,,,,,,,,,,,108640.72,209977.64,3365373.5,7998779.5,
717,600.4675262247544,9.241638,,,,,,,,,,,5977321.5,6371526.5,5732586.0,4800580.0,
718,556.4414641902192,9.2449665,,,,,,,,,,,6023943.5,6493896.5,5816129.5,5645347.5,
719,848.5927133548555,9.248392,,,,,,,,,,,645301.94,653393.9,766347.94,627974.6,
720,512.4153411888936,9.255129,,,,,,,,,,,4855220.0,5223591.5,4644846.0,5213199.5,
721,806.5700155633585,9.278412,,,,,,,,,,,179056.8,1.0471882E7,155872.3,235114.02,
722,810.5985233069343,9.311747,,,,,,,,,,,1413051.2,274396.7,759499.8,100390.17,
723,424.36254823981426,9.251707,,,,,,,,,,,945856.6,875870.6,811349.3,1035469.4,
724,468.3890304402561,9.25506,,,,,,,,,,,2451385.0,2688133.0,2329381.2,2629636.0,
725,804.5670036279382,9.2619,,,,,,,,,,,1046820.1,595082.44,1008703.06,785482.06,
726,760.540738196539,9.271624,,,,,,,,,,,1044237.4,1351935.4,947475.5,974746.3,
727,496.3394324762604,9.325284,,,,,,,,,,,326912.4,161742.8,630490.9,170628.62,
728,716.5147848105307,9.298328,,,,,,,,,,,1318506.9,2025374.4,1097205.9,1243135.9,
729,672.4885803556355,9.311777,,,,,,,,,,,1455909.9,2113001.5,1181453.5,1369388.2,
730,628.4623792699759,9.328638,,,,,,,,,,,1881835.4,1626992.4,1827107.5,1717732.5,
731,584.4364155101443,9.358876,,,,,,,,,,,1854374.9,2444180.0,1374953.2,2047043.0,
732,540.4102779177838,9.3792515,,,,,,,,,,,1666433.9,1515332.8,1300635.5,1841115.9,
733,496.38379268124805,9.4,,,,,,,,,,,1290900.4,1184241.2,1153414.4,1455417.4,
734,452.3575512942959,9.427359,,,,,,,,,,,729240.44,658474.8,557084.9,880868.44,
735,834.6138995276241,9.55448,,,,,,,,,,,990357.6,1493812.6,935906.7,1257285.1,
736,790.5875338815375,9.586945,,,,,,,,,,,1933617.6,3077867.5,1925882.2,2429401.5,
737,575.4122733255782,9.632224,,,,,,,,,,,749781.44,136842.36,130088.25,258802.17,
738,746.5615846311549,9.590263,,,,,,,,,,,3555701.2,6221727.0,3221744.8,5877877.0,
