row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DPT-D-60m.mzML Peak area,DPT-H-60m.mzML Peak area,DPT-M-60m.mzML Peak area,DPT-R-60m.mzML Peak area,
515,548.2132441577384,5.4563446,,,,,,,,,,,100306.83,108774.055,99624.016,108968.48,
516,458.21752719102574,5.459956,,,,,,,,,,,41668.64,39333.414,34423.39,42914.637,
517,462.2211682157896,5.4742584,,,,,,,,,,,157.70276,12207.575,576.1098,7359.7246,
518,412.27335876577246,5.4882174,,,,,,,,,,,4837.932,2094.9197,752.9508,57386.523,
519,430.28419066566073,5.5519867,,,,,,,,,,,1441.3282,980.73944,936.32275,187447.0,
520,466.3117289677155,5.4664383,,,,,,,,,,,60.162434,242.01746,0,49366.27,
523,532.2546872591506,5.495694,,,,,,,,,,,1028456.06,1076386.1,965290.06,1123000.6,
524,533.257983573028,5.495694,,,,,,,,,,,319462.56,335409.97,303551.72,349233.06,
525,822.8584963775471,5.317231,,,,,,,,,,,598.7334,237.4526,11839.219,218.85858,
526,496.2689973724068,5.4809165,,,,,,,,,,,59439.88,122.16591,19553.725,32505.398,
527,478.26336202806226,5.5163817,,,,,,,,,,,24122.129,990.0067,6603.691,25242.229,
528,514.2843639492467,5.462999,,,,,,,,,,,35359.38,98.71593,10890.443,33252.79,
529,531.3090317891965,5.4984884,,,,,,,,,,,29978.63,2506.1963,11857.065,12890.797,
530,422.21756644902325,5.5304117,,,,,,,,,,,33689.96,16549.79,18574.967,18696.2,
531,428.16488609227144,5.533971,,,,,,,,,,,31192.908,30661.354,26596.234,32497.04,
532,440.2493156266912,5.544752,,,,,,,,,,,26088.725,28026.926,23110.91,28517.713,
536,448.29465997334506,5.580992,,,,,,,,,,,1340.8606,1524.9303,1027.2657,51068.08,
537,494.194553016036,5.5518274,,,,,,,,,,,358960.38,363663.47,320465.56,382373.34,
538,883.8792221171732,5.5162582,,,,,,,,,,,457.8588,116.41974,12377.724,246.5792,
539,947.9815193150091,5.53779,,,,,,,,,,,388.10547,203.40501,10682.229,652.7713,
542,419.2405051134142,5.5804167,,,,,,,,,,,1284.3912,33580.58,4676.1514,12285.089,
544,428.2702000746265,5.5700293,,,,,,,,,,,1085.7988,171.30742,809.3503,52525.867,
545,446.2826997364883,5.5697775,,,,,,,,,,,115.582016,452.58902,151.16634,92882.56,
546,464.2894254128755,5.68435,,,,,,,,,,,3187.4736,3263.7407,2425.9119,419869.7,
547,440.30093712960416,5.523901,,,,,,,,,,,5288.897,24076.79,14225.929,44833.816,
548,484.27567101472096,5.598389,,,,,,,,,,,23960.527,26009.746,21170.277,26160.56,
549,522.2259987110535,5.601996,,,,,,,,,,,27288.184,27813.04,23684.68,28515.238,
551,526.2623889657003,5.6846094,,,,,,,,,,,536.12695,268.67856,684.1546,16370.704,
555,528.3020948000471,5.652444,,,,,,,,,,,22915.836,25717.121,20366.637,26693.615,
561,560.2497253622489,5.69523,,,,,,,,,,,1291769.0,1386115.1,1244077.4,1389221.4,
562,572.3277755717735,5.69523,,,,,,,,,,,19296.39,17187.793,16991.037,17194.96,
565,522.189716609088,5.7275057,,,,,,,,,,,415416.72,476777.9,393438.25,449274.62,
566,518.2757318799552,5.7311134,,,,,,,,,,,26325.129,31491.201,23801.992,27541.125,
567,494.2306272246672,5.7454906,,,,,,,,,,,21452.438,19298.455,18487.035,19950.15,
572,442.31691688995846,5.5767994,,,,,,,,,,,1450.0641,33217.69,4965.798,14939.531,
573,576.2448186157472,5.795904,,,,,,,,,,,35186.176,44851.293,38302.19,43781.766,
574,462.27467436103876,5.702794,,,,,,,,,,,933.5018,349.59396,365.51584,31341.346,
575,577.2482044688757,5.795904,,,,,,,,,,,12320.238,12995.24,11684.072,11071.657,
577,440.3010316166269,5.8031034,,,,,,,,,,,741.40955,21429.416,20269.465,75562.2,
581,400.30606212019586,5.8535056,,,,,,,,,,,78137.36,94524.96,46348.39,154247.97,
583,567.7589431675455,5.878689,,,,,,,,,,,35086.746,1593.8293,2905.5017,13060.701,
584,1134.5152583847926,5.885914,,,,,,,,,,,28307.11,309.22046,739.4381,9099.517,
586,935.3237377244795,5.835502,,,,,,,,,,,125.48244,26311.334,254.22589,384.62402,
587,522.2259595969117,5.89671,,,,,,,,,,,185763.4,194256.81,175547.72,194251.72,
589,497.1847979439584,5.8823605,,,,,,,,,,,14963.932,919.41486,3087.0542,42141.63,
590,640.3530333056284,5.914744,,,,,,,,,,,10780.077,554.8838,1643.5942,34935.105,
591,546.2702435192318,5.9111347,,,,,,,,,,,35198.23,15152.999,32673.682,33736.973,
592,568.7663188310373,5.9111347,,,,,,,,,,,44298.258,1726.1431,7130.469,140018.33,
593,1136.526367465133,5.9111347,,,,,,,,,,,69168.984,2862.418,14836.412,225408.75,
602,550.2208856821742,6.0842075,,,,,,,,,,,205109.47,193458.92,192194.55,213885.66,
603,414.29252903273346,6.004868,,,,,,,,,,,4192.5117,8611.225,357.8763,33574.26,
604,412.2805979214086,6.066156,,,,,,,,,,,1162.8055,42365.434,1134.169,285836.0,
605,466.3166028049427,6.0985727,,,,,,,,,,,149.60794,29955.613,707.2491,207449.08,
606,430.2916811104321,6.1381726,,,,,,,,,,,108.120735,17961.006,474.5921,135216.3,
607,448.2981271156521,6.0408974,,,,,,,,,,,736.2383,11884.339,2001.8955,85784.625,
608,488.3026946643434,6.030043,,,,,,,,,,,1100.5125,9348.792,373.7767,58194.49,
609,422.18120403335274,6.1129694,,,,,,,,,,,189964.36,170917.45,179001.84,187373.19,
610,427.1367612015206,6.1129694,,,,,,,,,,,198857.97,179337.28,187250.05,186259.9,
611,450.212633446177,6.1129694,,,,,,,,,,,151900.67,133841.67,156150.67,147209.23,
614,400.3061493446271,6.1236353,,,,,,,,,,,38999.07,72371.195,42291.31,59680.39,
615,533.3258937482883,6.1344657,,,,,,,,,,,91763.734,3442.4941,198911.73,18013.041,
616,462.267627026266,6.1380277,,,,,,,,,,,217030.4,14266.424,436499.3,54488.066,
617,480.27826539514666,6.1380277,,,,,,,,,,,70016.89,4932.1997,153107.36,20712.738,
618,538.2776677455126,6.1595807,,,,,,,,,,,42829.99,5124.0703,89777.43,6546.3296,
619,498.2888839403379,6.1380277,,,,,,,,,,,38438.26,3082.62,85631.42,14754.954,
620,516.3003579003467,6.1380277,,,,,,,,,,,37984.12,5924.6577,72877.71,10579.296,
621,422.2901581519286,6.1883817,,,,,,,,,,,3929.4453,12053.629,4034.6267,40685.09,
622,424.305984503709,6.170355,,,,,,,,,,,15520.374,73714.5,42961.773,93648.58,
624,784.3225853016454,6.1811523,,,,,,,,,,,31841.072,3393.6565,11198.525,10026.399,
626,770.3415789217015,6.3071213,,,,,,,,,,,18897.023,101.35431,4853.834,14280.384,
628,403.24563282891506,6.3035274,,,,,,,,,,,5937.881,16536.562,1386.3533,19393.77,
629,462.23372696382273,6.310749,,,,,,,,,,,10187.717,11427.493,9996.301,11136.04,
631,480.2788447380073,6.3539705,,,,,,,,,,,76924.1,26567.533,341.1126,1976.8057,
632,498.28906640508205,6.321584,,,,,,,,,,,30702.963,11565.896,283.6709,3217.065,
633,515.3112401785854,6.350381,,,,,,,,,,,56404.312,21561.338,53.73793,48.336685,
634,430.28796794299626,6.4332833,,,,,,,,,,,468.35202,63907.945,548.92535,1486.8313,
635,448.2974873622848,6.3575993,,,,,,,,,,,283.12735,74668.54,655.97186,1723.1991,
636,465.33734296191807,6.337976,,,,,,,,,,,384.36908,45444.848,0,735.8036,
637,470.28457865029463,6.3683786,,,,,,,,,,,44.033886,19323.912,117.808014,192.70738,
639,422.29031097630826,6.3575883,,,,,,,,,,,3236.3174,21647.416,4573.203,42421.11,
644,782.3070686340591,6.4729056,,,,,,,,,,,2421.778,19236.8,2008.6091,1654.2831,
646,450.2125496811374,6.4981446,,,,,,,,,,,34303.273,31885.498,30911.04,32281.535,
647,449.3852017126176,6.4945602,,,,,,,,,,,7423.2188,9717.939,7903.6533,8507.5205,
648,583.2554190421723,6.505359,,,,,,,,,,,1821.7155,20865.906,1212.3046,1231.5712,
651,616.1771119159366,6.559422,,,,,,,,,,,5227.835,54848.133,26384.057,18278.688,
654,768.3311229885283,6.6278605,,,,,,,,,,,18646.738,163.1543,5145.606,20501.316,
659,617.9994426046214,6.6640534,,,,,,,,,,,0,675323.56,350.77933,1696.6581,
660,400.3059877996667,6.620571,,,,,,,,,,,3840.236,23015.854,14860.476,58844.57,
662,432.23831224236136,6.6742716,,,,,,,,,,,1307903.8,148873.6,702130.56,1031009.75,
663,409.1621615642743,6.6742716,,,,,,,,,,,154099.72,14776.887,75549.36,109389.97,
664,404.20673823459606,6.6742716,,,,,,,,,,,122368.34,13011.9795,61591.71,94664.29,
665,418.2221430942743,6.6742716,,,,,,,,,,,62380.48,5847.7637,34496.027,47898.297,
667,667.2433135210035,6.706604,,,,,,,,,,,726.7902,41995.934,4918.952,3283.5535,
668,702.2804567655827,6.7030163,,,,,,,,,,,2110.6748,114368.49,12510.209,9512.587,
670,716.2951670210014,6.7570176,,,,,,,,,,,3514.0554,196.0422,10407.277,57458.477,
671,424.3059436320206,6.5954227,,,,,,,,,,,2894.228,46884.316,12791.803,145971.66,
672,415.1387361217024,6.7317758,,,,,,,,,,,36435.082,35355.543,35542.285,37700.133,
673,455.1314737831524,6.735379,,,,,,,,,,,790276.06,811781.06,784858.2,830246.5,
674,716.247986974818,6.726322,,,,,,,,,,,0,46723.105,103.30541,97.58635,
676,450.17610514888815,6.764184,,,,,,,,,,,806621.94,834781.6,777940.2,850305.56,
677,816.3226266776433,6.764183,,,,,,,,,,,35480.87,37370.582,33720.184,36428.3,
678,478.20745958642766,6.764182,,,,,,,,,,,299751.78,357477.7,321938.6,315228.6,
680,426.3215771046702,6.7929745,,,,,,,,,,,1304.7465,5193.483,17721.75,17621.79,
688,415.2116806305947,6.9190283,,,,,,,,,,,32856.066,31800.963,15874.32,19786.723,
689,460.2706610192719,6.9190283,,,,,,,,,,,65507.23,69562.984,30856.71,42601.793,
690,646.0312168825836,6.9282107,,,,,,,,,,,259.0356,181632.45,0,155.58768,
691,432.2382983951221,6.929843,,,,,,,,,,,30955.52,4901.7305,15748.428,26192.117,
693,474.1740018683328,6.9474044,,,,,,,,,,,12184.028,1005.5947,0,5043.1235,
694,656.1977508037248,6.962218,,,,,,,,,,,16798.654,2222.5027,10331.59,19264.104,
695,716.2951440074896,6.929796,,,,,,,,,,,1356.8802,196.0422,2768.594,11301.626,
699,421.3174753792862,7.005415,,,,,,,,,,,109054.32,61856.742,83520.85,85229.61,
700,844.3539885595719,7.016225,,,,,,,,,,,32729.023,28624.916,30714.28,33697.76,
703,414.2931232363282,6.9730277,,,,,,,,,,,848.46356,120841.55,712.0709,2801.4795,
704,432.31077512857087,7.045064,,,,,,,,,,,4657.7324,39242.246,14928.712,10200.71,
705,450.31828740596916,6.969438,,,,,,,,,,,848.4056,68736.76,193.54877,700.8812,
706,472.29722954643387,7.023499,,,,,,,,,,,71.117676,22282.76,82.863144,325.4089,
707,408.31122137779744,7.063083,,,,,,,,,,,8820.669,2870.5886,8588.959,20113.365,
709,464.2814143529807,7.1875944,,,,,,,,,,,155281.97,20338.297,3656.3616,3137.68,
710,495.12633334216,7.13149,,,,,,,,,,,35531.152,3980.7048,23207.826,42020.332,
712,473.1445257957913,7.1314797,,,,,,,,,,,16432.834,2136.6648,11010.935,22085.771,
713,478.2073188426954,7.1350822,,,,,,,,,,,227543.14,206619.45,215410.34,213163.86,
714,483.1627372306608,7.1350822,,,,,,,,,,,36870.52,31041.998,35055.36,32629.59,
715,700.2650724994311,7.167991,,,,,,,,,,,0,70429.58,671.467,617.21124,
718,451.0998814512401,7.1782837,,,,,,,,,,,31200.129,4178.394,21667.303,33234.145,
719,488.29917561321076,7.240732,,,,,,,,,,,74992.086,59354.156,45185.9,48178.21,
720,453.16702333845296,7.2408266,,,,,,,,,,,180166.72,123444.08,105560.26,97349.25,
721,502.27941939117017,7.244256,,,,,,,,,,,93292.77,91689.445,57556.062,58193.344,
723,415.2113429086343,7.247573,,,,,,,,,,,4868207.5,3979420.8,2811554.8,2765035.0,
724,432.2379878921855,7.247573,,,,,,,,,,,1283110.8,990262.7,647884.44,655378.0,
725,437.19333854060085,7.247573,,,,,,,,,,,1773142.1,1262205.5,969851.44,994958.75,
726,460.26920422429976,7.247573,,,,,,,,,,,8250332.0,7096926.0,5108097.5,5003398.5,
727,446.2532805755576,7.247573,,,,,,,,,,,418123.6,373252.44,256286.25,257292.89,
728,476.26376072845676,7.247573,,,,,,,,,,,86003.99,84361.87,54589.71,50693.64,
729,846.4414602424857,7.247573,,,,,,,,,,,39562.246,23968.355,11297.924,11409.001,
730,851.3966754160438,7.247573,,,,,,,,,,,88114.13,41406.36,21730.072,20651.232,
731,686.2846848887465,7.2744226,,,,,,,,,,,6474.4976,105067.4,19229.262,22037.62,
733,478.1706802620488,7.345029,,,,,,,,,,,2085417.6,2018264.1,1858616.1,2122414.0,
734,483.1260343427039,7.345029,,,,,,,,,,,1213720.9,1313492.8,1309393.9,1287057.2,
735,499.0997021415831,7.345029,,,,,,,,,,,131000.19,163604.19,151015.11,166099.47,
736,506.20192827347427,7.345029,,,,,,,,,,,275640.53,352034.78,325325.44,318722.03,
737,698.3013827472909,7.359045,,,,,,,,,,,123327.8,96265.16,146148.25,94461.56,
738,654.2751456433163,7.366127,,,,,,,,,,,153806.34,162118.88,164634.3,181614.33,
741,714.2793188276955,7.380365,,,,,,,,,,,79328.055,1951498.9,157189.83,99958.11,
742,651.2478247910606,7.3024006,,,,,,,,,,,3607.6633,123758.07,7502.786,8606.693,
743,697.2531897281063,7.376761,,,,,,,,,,,18688.768,577434.8,41673.0,23731.607,
744,719.2347303884856,7.383841,,,,,,,,,,,4366.9443,123136.6,9254.312,5695.572,
745,742.3230958619746,7.362569,,,,,,,,,,,47450.668,111214.42,23835.21,24082.354,
747,754.3476519996565,7.4174333,,,,,,,,,,,114115.734,0,44650.047,68274.12,
748,670.253778026939,7.4304333,,,,,,,,,,,91.31161,40286.977,486.7157,586.2013,
749,464.2817829229532,7.3454895,,,,,,,,,,,314493.66,32217.035,1986.5603,2021.6533,
750,500.3020402018126,7.348854,,,,,,,,,,,135647.14,13416.307,134.07399,378.60013,
753,665.263895958115,7.5024385,,,,,,,,,,,10199.815,464.59525,35082.652,28639.545,
754,705.2561902510788,7.516858,,,,,,,,,,,15208.3,330.7304,51056.504,41424.18,
755,683.2744428608271,7.516858,,,,,,,,,,,73287.67,2392.4717,247077.83,197800.64,
756,700.3014246379197,7.516858,,,,,,,,,,,228287.78,10758.171,747232.25,626668.25,
757,728.3338089241695,7.56009,,,,,,,,,,,34987.05,2901.5398,147570.16,112587.766,
761,524.3725111559112,7.5672574,,,,,,,,,,,141178.83,14265.122,59866.31,67.03388,
765,686.3217322106057,7.662323,,,,,,,,,,,46894.582,0,25053.184,159470.52,
766,669.2952385828218,7.662323,,,,,,,,,,,18404.553,0,9745.783,58369.965,
768,804.2132847199688,7.6753864,,,,,,,,,,,30734.504,9533.798,24556.201,34216.277,
770,714.353317783713,7.6671386,,,,,,,,,,,22592.488,0,12757.781,104533.57,
771,726.3330919819042,7.6898003,,,,,,,,,,,51176.273,55701.816,53750.734,54102.74,
772,682.3068081072433,7.7042303,,,,,,,,,,,78944.61,80386.31,68531.46,89670.63,
773,506.20225090357803,7.707837,,,,,,,,,,,529536.94,622446.9,539087.0,541864.06,
774,511.1574587965439,7.707837,,,,,,,,,,,104661.01,149018.55,90379.71,105390.49,
775,527.1315149261886,7.711442,,,,,,,,,,,41931.895,59190.453,49341.664,43565.56,
776,460.24588457602624,7.5780377,,,,,,,,,,,152020.14,143219.27,157848.52,153655.77,
777,415.1881358934549,7.5744314,,,,,,,,,,,118973.39,110700.4,120319.43,112575.88,
779,437.17004639349,7.6212883,,,,,,,,,,,41118.457,40706.53,37305.0,35480.69,
781,425.1940704478573,7.7615795,,,,,,,,,,,18564.098,51795.035,35633.938,36985.254,
782,483.1260734687121,7.7111626,,,,,,,,,,,346822.2,200901.55,176453.48,151130.72,
784,402.39388454659684,7.80095,,,,,,,,,,,36488.71,2273.459,26125.055,36664.33,
786,714.2390942374819,7.862273,,,,,,,,,,,425257.44,486805.28,440762.0,515976.2,
787,742.2702450391575,7.862273,,,,,,,,,,,124653.91,159792.03,138124.05,155955.2,
788,752.332077180452,7.8634205,,,,,,,,,,,19632.021,0,55941.965,77630.77,
789,719.1943994554483,7.8659005,,,,,,,,,,,192195.94,203599.03,287354.12,309983.78,
790,698.2891330962366,7.8695126,,,,,,,,,,,59118.047,17846.707,16926.834,21169.238,
793,527.2962773759799,8.041933,,,,,,,,,,,98874.516,47557.484,363554.22,1116593.9,
794,570.2564491460241,8.041933,,,,,,,,,,,12117.82,5105.7754,41867.582,61625.047,
797,528.3037804095851,8.15666,,,,,,,,,,,84778.234,7637.3794,69356.28,93569.53,
798,478.29273466651114,8.092211,,,,,,,,,,,70057.18,54579.223,91790.99,77271.09,
799,524.2747101018572,8.013464,,,,,,,,,,,52607.367,10987.429,33864.113,58465.44,
800,502.2927140820131,8.117321,,,,,,,,,,,327513.97,82004.305,248243.81,369540.5,
802,580.2750217924676,8.020639,,,,,,,,,,,239041.56,284851.22,250857.47,300558.62,
804,443.1827998278342,8.049247,,,,,,,,,,,387870.22,432537.56,402688.03,380489.88,
805,460.2092593806291,8.049247,,,,,,,,,,,92941.81,93496.79,110625.555,90890.18,
806,488.24142183644153,8.052703,,,,,,,,,,,762991.56,776270.2,817861.44,775812.94,
807,465.1646710057679,8.056256,,,,,,,,,,,218917.42,220078.7,235804.0,240804.06,
808,684.3078068666817,8.034704,,,,,,,,,,,70691.52,616.1889,22232.576,79331.2,
809,712.34070112426,8.066971,,,,,,,,,,,43400.1,1339.5093,13458.526,49384.324,
810,719.1942389790913,7.981205,,,,,,,,,,,132818.45,121642.07,139814.7,127850.984,
812,700.3013551091366,8.081253,,,,,,,,,,,14503.527,1259.0583,34755.32,81436.66,
813,526.2929900507927,8.074223,,,,,,,,,,,416591.84,154930.12,1297907.8,1859575.9,
814,548.2746361339186,8.041933,,,,,,,,,,,45949.992,20613.71,172799.52,268120.25,
815,955.2627227071692,8.116958,,,,,,,,,,,8114.465,40499.883,10234.696,12881.405,
823,1045.3677206776479,8.29714,,,,,,,,,,,44659.383,1065.8484,29415.213,47834.965,
824,542.3214362835007,8.322435,,,,,,,,,,,25758.383,63365.09,28228.408,28622.492,
825,520.3397494483922,8.322435,,,,,,,,,,,206448.55,525921.8,231640.05,244760.47,
826,594.1602860059614,8.3404255,,,,,,,,,,,63879.504,4136.2656,40258.516,69344.85,
827,719.1941796217309,8.340433,,,,,,,,,,,77554.7,67337.19,103212.164,103548.18,
828,528.3085698726163,8.33685,,,,,,,,,,,92322.66,10156.103,14080.53,53371.72,
829,608.3062417269374,8.362038,,,,,,,,,,,144208.84,138329.06,135357.3,142543.64,
830,546.3506251051537,8.354773,,,,,,,,,,,276894.06,34436.04,130741.15,13764.84,
831,524.3729070732426,8.405399,,,,,,,,,,,2474448.2,323696.1,1251193.8,96.60796,
832,568.3398827095406,8.217801,,,,,,,,,,,114798.23,35940.066,283098.0,194004.64,
833,590.3211647719404,8.217801,,,,,,,,,,,12202.222,3344.0076,30905.148,21733.967,
834,544.3397879954066,8.268312,,,,,,,,,,,251032.7,109248.48,123482.51,241223.52,
835,616.462994176803,8.466644,,,,,,,,,,,89793.41,55087.02,85242.84,107618.445,
836,528.4105573794336,8.466644,,,,,,,,,,,103797.72,81528.44,86917.84,73515.23,
837,572.436787043726,8.466644,,,,,,,,,,,102161.76,78700.016,82434.516,78313.02,
838,483.12598010056706,8.527769,,,,,,,,,,,209100.81,237655.56,221836.5,164896.1,
839,570.3530973048287,8.488306,,,,,,,,,,,58035.137,12293.974,15092.24,25964.799,
840,520.3395809750133,8.553207,,,,,,,,,,,147164.77,311444.47,164817.02,116054.805,
841,869.2621024379083,8.549599,,,,,,,,,,,98159.75,88540.69,35440.48,158027.05,
842,454.29253122136873,8.56764,,,,,,,,,,,150324.94,113105.92,141097.98,23572.898,
845,762.2755139915996,8.628628,,,,,,,,,,,122741.12,155686.92,128755.21,129297.49,
846,667.2791396213373,8.650297,,,,,,,,,,,224858.14,3621.3677,382075.4,523863.12,
847,684.3058949991257,8.650297,,,,,,,,,,,582108.06,12332.869,986678.06,1347016.5,
848,689.2609887987471,8.653862,,,,,,,,,,,67553.6,982.33093,115423.73,159784.98,
849,712.336894384324,8.653862,,,,,,,,,,,59080.387,677.8888,106152.09,153634.0,
850,767.230716330031,8.682743,,,,,,,,,,,195658.97,178816.9,175060.12,129857.33,
852,414.3032591147967,8.779959,,,,,,,,,,,106211.08,26696.945,83489.43,111204.695,
853,480.30818543815946,8.804872,,,,,,,,,,,100153.52,60448.59,59975.29,15844.244,
854,653.2999529342284,8.81195,,,,,,,,,,,494275.53,168.96414,137963.12,532361.5,
855,670.3255226944805,8.854834,,,,,,,,,,,831932.3,475.3053,241302.48,919320.94,
856,698.3580298013466,8.815466,,,,,,,,,,,674391.56,260.49506,199747.62,835270.0,
857,675.2776553944805,8.797515,,,,,,,,,,,148905.1,97.70613,39822.812,160135.25,
858,786.2022978761814,8.926339,,,,,,,,,,,177667.38,11337.948,113189.13,199275.61,
859,577.3553319373889,8.951263,,,,,,,,,,,121386.805,19988.5,91565.81,125136.66,
860,425.21400573778214,9.094174,,,,,,,,,,,162309.97,132741.45,159018.1,154850.88,
861,668.3106515768651,9.098241,,,,,,,,,,,368743.94,0,149603.03,258818.58,
862,696.3417190622715,9.097682,,,,,,,,,,,459484.22,385.00024,194036.7,347756.5,
863,651.2840699486131,9.098241,,,,,,,,,,,174733.6,0,68235.125,118615.75,
864,758.5685836592652,9.19099,,,,,,,,,,,450813.2,187893.44,1226961.6,2647330.0,
866,820.5980087224117,9.191319,,,,,,,,,,,703656.6,815382.9,660960.5,827030.5,
867,776.5718989426673,9.19803,,,,,,,,,,,1564542.0,1539697.0,1197577.9,1602916.5,
868,557.4448072015822,9.231382,,,,,,,,,,,1339865.9,1306897.8,1897463.9,1302231.1,
869,892.6188758494089,9.221338,,,,,,,,,,,404849.47,414985.5,392365.28,319781.84,
870,732.5458811411556,9.221338,,,,,,,,,,,2748252.2,2571367.8,2247077.0,2603537.2,
871,688.5198477020829,9.22459,,,,,,,,,,,3140971.8,3799270.8,3160270.2,3799746.8,
872,600.4676014534908,9.234744,,,,,,,,,,,6253353.5,5967275.0,5358501.0,5994883.0,
873,644.4936997329853,9.2348,,,,,,,,,,,5264363.0,4528260.5,5042637.0,5046465.0,
874,806.5698758220756,9.234744,,,,,,,,,,,154156.36,493071.97,184682.97,1798978.2,
875,556.4415283502442,9.241333,,,,,,,,,,,6010471.0,5600006.5,6059307.5,6032828.5,
876,512.4153997302972,9.251299,,,,,,,,,,,5109831.5,4845537.0,4888663.0,4361315.0,
877,848.5928465754456,9.248065,,,,,,,,,,,595220.3,813190.25,623258.6,634618.44,
878,424.3625975812206,9.251299,,,,,,,,,,,967059.1,836241.3,811938.06,855577.4,
879,468.3890776712154,9.25474,,,,,,,,,,,2588791.8,2232192.8,2411552.5,2432373.8,
880,804.5671363950919,9.261408,,,,,,,,,,,815655.8,654470.3,826325.75,885705.44,
881,760.5408552950814,9.274888,,,,,,,,,,,1379084.5,1357765.0,1304788.2,1011040.4,
882,716.5147546732618,9.288141,,,,,,,,,,,1566156.1,1610250.4,1260180.0,1280018.8,
883,782.568097400423,9.366044,,,,,,,,,,,156162.45,6540261.5,671684.4,4064192.2,
884,672.4885845902401,9.315037,,,,,,,,,,,1843194.5,1490744.6,1481533.9,1781574.5,
885,496.33943280763606,9.332291,,,,,,,,,,,606767.3,264170.44,601693.7,161996.25,
886,628.4624614634309,9.342334,,,,,,,,,,,2144508.5,1895734.4,1863783.2,1862201.9,
887,584.4363796284723,9.355601,,,,,,,,,,,1605985.2,1615916.5,1553522.9,1881743.6,
888,540.4104524506381,9.382738,,,,,,,,,,,1767552.8,2206966.5,1308114.2,1682665.0,
889,758.5683785311467,9.28506,,,,,,,,,,,297842.9,31369.2,3243785.5,587866.3,
890,496.3838645687654,9.403192,,,,,,,,,,,1370744.4,1103913.9,1055883.1,1077729.8,
891,452.35761408273817,9.42389,,,,,,,,,,,805798.94,650461.3,559491.1,553701.06,
892,834.6139313958402,9.558041,,,,,,,,,,,1463132.5,1140377.0,949875.0,1027852.44,
893,790.587637127857,9.594085,,,,,,,,,,,2329825.0,2664696.8,1873414.6,1936172.4,
894,746.5616541058814,9.597325,,,,,,,,,,,5773645.0,4574146.5,3170231.2,3282612.2,
895,764.5214158382066,9.622674,,,,,,,,,,,2807681.0,668.9082,3554136.8,13007.887,
896,702.5355437230273,9.620109,,,,,,,,,,,5624021.5,6990179.0,4758490.5,4987159.5,
897,614.4834398304673,9.6233015,,,,,,,,,,,1.4511981E7,1.1690659E7,7792589.5,8043982.0,
898,658.5094369529074,9.6266165,,,,,,,,,,,7515367.0,9547867.0,6394375.0,6513364.5,
899,663.4626484424341,9.777923,,,,,,,,,,,413114.16,183746.83,261750.25,544172.8,
900,570.4572681911402,9.639397,,,,,,,,,,,9624901.0,1.2462305E7,8277407.0,8458518.0,
901,526.4311514318401,9.642652,,,,,,,,,,,8442336.0,1.0811134E7,7275474.0,7254874.5,
902,575.4127002975383,9.777923,,,,,,,,,,,353572.72,819052.75,422605.94,901424.94,
903,438.37847259170235,9.649033,,,,,,,,,,,1864227.2,2118476.0,1496794.2,1423021.2,
904,443.333767740689,9.665099,,,,,,,,,,,559606.9,1127683.8,971098.2,773616.1,
906,482.40478349638084,9.662006,,,,,,,,,,,4845879.0,6087631.5,4089482.2,3994348.5,
907,487.3602423492713,9.7811775,,,,,,,,,,,412965.28,941830.6,381256.53,775530.0,
908,531.3865679803608,9.781383,,,,,,,,,,,340427.66,263170.44,426462.94,928739.25,
909,659.286255752528,9.684632,,,,,,,,,,,445753.22,47209.02,164332.83,187289.94,
910,780.5517990601697,9.787518,,,,,,,,,,,590414.2,366720.22,150788.3,309527.5,
911,1295.5844399741816,9.684496,,,,,,,,,,,289633.25,12438.067,58264.098,86370.55,
913,637.3047894139186,9.6781435,,,,,,,,,,,2857430.5,302105.75,728838.1,748382.7,
914,654.3313403923132,9.68132,,,,,,,,,,,996960.1,139835.78,326494.47,366173.44,
915,682.36252646803,9.684496,,,,,,,,,,,3676222.2,612035.4,1176360.1,1111806.4,
916,619.4388726988941,9.777923,,,,,,,,,,,281121.22,668647.6,344424.8,746976.44,
919,782.5681004744844,9.784136,,,,,,,,,,,171942.6,1477062.0,189288.1,1135910.5,
922,449.1989725389299,9.821358,,,,,,,,,,,125409.17,98449.375,133166.4,453815.34,
923,707.4911099892059,9.790954,,,,,,,,,,,109605.86,41571.254,148814.67,387648.47,
929,406.32883027215007,9.824818,,,,,,,,,,,1960774.2,706286.75,1132076.0,1369276.8,
931,493.2252574836675,9.821437,,,,,,,,,,,107189.64,75010.87,93279.12,388661.53,
932,561.3970749029513,9.828297,,,,,,,,,,,98564.54,97546.11,129736.055,483921.56,
933,760.5776105312641,9.921763,,,,,,,,,,,3225696.0,2838778.2,2277651.8,2949250.2,
934,804.6033898225626,9.927945,,,,,,,,,,,1574436.1,1213028.0,1170965.1,1506298.1,
935,512.4156513665612,9.84452,,,,,,,,,,,1110733.5,1159355.4,1512738.4,1086032.4,
936,644.4939811897069,9.844845,,,,,,,,,,,1159926.5,1215559.1,878880.75,1141206.1,
937,556.4417904192634,9.890956,,,,,,,,,,,1385107.4,1450370.0,1061867.5,2183400.0,
