id,mz,rt,rtmin,rtmax,mean_inten,CPD-D-60m,CPD-H-60m,CPD-M-60m,CPD-R-60m
434,478.26318,5.523,5.3857,5.7785,265400.0,23020.0,1049.0,5373.0,14110.0
435,496.27066,5.4908,5.3857,5.7929,749300.0,55470.0,263.8,12230.0,19780.0
436,514.28413,5.4908,5.3857,5.7785,468700.0,33740.0,118.9,8391.0,16630.0
437,531.30907,5.5086,5.3857,5.6923,402800.0,29770.0,1682.0,8203.0,4917.0
438,428.1647,5.5334,5.4567,5.8068,647200.0,34620.0,35030.0,28000.0,33880.0
439,376.30579,5.5405,5.3351,5.6492,1997000.0,16970.0,144000.0,15350.0,25860.0
440,496.19063,5.5476,5.357,5.739,1350000.0,113900.0,116500.0,99460.0,117400.0
441,422.21742,5.5369,5.4635,5.6099,325800.0,19240.0,12270.0,15830.0,16770.0
442,440.24913,5.5405,5.4424,5.7493,529200.0,28610.0,31400.0,24850.0,28270.0
443,494.19437,5.5441,5.4635,5.7785,4595000.0,382600.0,378900.0,329700.0,370300.0
444,353.23142,5.5441,5.4208,5.642,1209000.0,7765.0,72880.0,7351.0,13980.0
445,497.1943,5.5441,5.4064,5.7427,414000.0,31510.0,32130.0,26140.0,33010.0
446,507.27201,5.5691,5.4921,6.1953,11090000.0,499400.0,451300.0,280200.0,219500.0
448,446.28042,5.5513,5.3714,5.9445,974600.0,160.6,532.9,123.1,68120.0
449,464.28952,5.6768,5.3426,5.93,5337000.0,2746.0,2855.0,2036.0,286700.0
450,529.2536,5.5691,5.5193,5.7497,420600.0,17990.0,16020.0,11010.0,7278.0
451,442.31679,5.5799,5.3921,5.678,725000.0,1975.0,36320.0,2025.0,7022.0
452,479.27702,5.5799,5.5337,5.739,612500.0,25760.0,5432.0,20460.0,9347.0
453,484.27558,5.5978,5.5272,5.8218,497300.0,28250.0,29390.0,23780.0,27330.0
454,522.22577,5.5978,5.5416,5.6636,613100.0,28290.0,26660.0,24280.0,28320.0
455,526.26212,5.7093,5.5811,5.8073,278100.0,237.9,106.4,496.6,11220.0
456,493.29255,5.6411,5.5955,5.8649,1448000.0,63290.0,6608.0,45380.0,15540.0
457,369.22615,5.713,5.5911,5.8643,575600.0,2488.0,27760.0,1826.0,10480.0
458,373.19744,5.6195,5.4208,5.85,434600.0,217.1,22880.0,101.5,541.3
459,528.30205,5.6519,5.5844,5.8398,499600.0,27330.0,26660.0,23510.0,26900.0
460,374.29021,5.6589,5.2785,5.9946,4540000.0,75970.0,260900.0,22500.0,25500.0
462,560.24967,5.6913,5.6199,5.8649,24610000.0,1373000.0,1181000.0,1181000.0,1210000.0
463,572.32777,5.702,5.6055,5.883,290800.0,16590.0,13360.0,14970.0,14030.0
464,428.26784,5.6303,5.4855,5.7637,659300.0,476.0,272.9,166.5,28170.0
465,481.32742,5.6995,5.57,5.8292,320600.0,,,,15810.0
466,398.29029,5.7308,5.3921,5.85,528700.0,28270.0,63570.0,7088.0,12600.0
467,522.18969,5.7272,5.6487,5.9225,6736000.0,476700.0,529700.0,429200.0,482600.0
468,494.23057,5.7452,5.6774,5.8436,395800.0,19330.0,18920.0,16290.0,19130.0
469,786.30952,5.7633,5.6531,5.8649,360200.0,115.5,18220.0,285.5,139.3
470,518.2756,5.7416,5.6487,5.8505,273900.0,25670.0,11730.0,22240.0,22740.0
471,378.3215,5.7668,5.6487,5.9361,2152000.0,7263.0,90590.0,2506.0,1992.0
472,386.17513,5.7668,5.5911,5.9361,499200.0,2461.0,25620.0,691.9,630.0
473,462.27297,5.6914,5.5916,5.93,1022000.0,680.6,693.0,301.0,57930.0
475,576.2449,5.7992,5.7061,6.3261,838400.0,47330.0,46590.0,34940.0,43480.0
476,577.24798,5.7992,5.7061,6.1676,279100.0,14690.0,13320.0,12900.0,13160.0
477,353.23115,5.7957,5.6243,6.0165,853200.0,7921.0,39580.0,5269.0,4148.0
478,376.30603,5.7885,5.6387,6.2817,4268000.0,28530.0,224400.0,8775.0,8452.0
479,377.22996,5.8532,5.6631,6.0235,969600.0,74660.0,112600.0,20180.0,41110.0
480,400.30609,5.8532,5.7637,5.9657,1173000.0,74800.0,112000.0,26530.0,55860.0
481,355.24747,5.8532,5.6199,6.2324,3817000.0,97010.0,241200.0,28910.0,52800.0
482,430.18647,5.8856,5.7822,6.2578,225800.0,8905.0,11690.0,18840.0,9624.0
483,522.22596,5.9,5.7822,6.1676,2907000.0,198900.0,178900.0,169600.0,179300.0
484,546.27007,5.9143,5.7497,6.1389,312200.0,33310.0,22440.0,24820.0,22730.0
485,362.29768,5.8964,5.786,6.224,3227000.0,792.4,154800.0,71.55,364.7
487,375.21428,5.9972,5.7716,6.2672,1766000.0,9389.0,111600.0,1199.0,14850.0
490,396.27481,5.9324,5.7349,6.1532,250100.0,7959.0,34600.0,235.2,2881.0
491,428.27064,6.0405,5.93,6.1676,458500.0,209.0,350.5,390.5,21070.0
492,464.28834,6.0116,5.93,6.2612,295400.0,9361.0,2470.0,1832.0,15280.0
493,481.32798,5.9906,5.93,6.1461,388800.0,,192.2,,17750.0
495,357.26505,6.0333,5.8356,6.2528,209800.0,4623.0,19830.0,928.0,788.5
496,355.248,5.9396,5.8724,6.3261,953800.0,18710.0,44890.0,7930.0,19530.0
497,377.23011,5.9324,5.8687,6.2541,838200.0,43900.0,38250.0,9323.0,17790.0
498,414.29311,6.0116,5.8937,6.2324,319200.0,2238.0,7030.0,496.3,17460.0
499,550.22088,6.0837,5.984,6.2828,2801000.0,181800.0,145400.0,162100.0,161500.0
500,412.28099,6.0621,5.9225,6.4199,4365000.0,447.6,35190.0,1019.0,189600.0
501,466.31685,6.099,6.0309,6.3767,3315000.0,,24240.0,743.1,134300.0
502,400.30614,6.1233,5.9649,6.3395,825800.0,38080.0,75330.0,17190.0,7580.0
503,430.29402,6.0981,6.0225,6.4056,1915000.0,159.5,14440.0,419.2,99680.0
504,448.29889,6.0873,5.9513,6.3045,1192000.0,2620.0,8711.0,570.4,71130.0
505,780.34653,6.1053,6.0235,6.2828,722600.0,31160.0,402.7,781.7,12010.0
506,398.29051,5.9576,5.85,6.0706,4208000.0,22990.0,209200.0,4654.0,35580.0
507,422.18115,6.1162,5.8974,6.6853,1216000.0,166200.0,141100.0,152600.0,137200.0
508,427.13671,6.1162,6.0165,6.6612,1112000.0,164300.0,139600.0,148200.0,132700.0
509,450.21262,6.1162,5.9118,6.4199,1272000.0,143700.0,122800.0,146600.0,143600.0
510,768.28678,6.0946,5.9263,6.319,478400.0,69620.0,45430.0,77200.0,89200.0
511,462.26751,6.1377,5.9876,6.6324,3282000.0,177700.0,11900.0,315400.0,34310.0
512,480.27826,6.1413,6.0668,6.4883,1201000.0,57930.0,4130.0,111800.0,13420.0
513,533.32576,6.1377,6.0417,6.4269,1554000.0,75840.0,4064.0,138900.0,11190.0
514,498.28876,6.1413,5.9732,6.4307,731200.0,33010.0,2030.0,61400.0,10600.0
515,516.30039,6.1413,6.0379,6.3334,593600.0,31950.0,4166.0,52330.0,10100.0
516,538.27661,6.1665,6.0235,6.4019,717900.0,35530.0,3213.0,64330.0,6707.0
517,424.30593,6.1665,5.8356,6.3298,880900.0,15550.0,84390.0,19440.0,38270.0
518,764.35147,6.1125,6.002,6.4125,651200.0,47290.0,147.8,2795.0,4906.0
519,379.24797,6.1701,6.0417,6.3117,942900.0,29050.0,59820.0,13610.0,22950.0
522,770.3469,6.2636,6.1821,6.3623,176800.0,5972.0,118.1,4058.0,7237.0
523,381.26569,6.3105,6.2096,6.498,173600.0,6072.0,18810.0,524.7,6621.0
524,462.23364,6.3105,6.157,6.6324,179900.0,12510.0,13260.0,12460.0,12590.0
525,430.28782,6.3862,6.1605,6.6134,1030000.0,85.04,45410.0,414.6,20480.0
526,448.29841,6.3286,6.1605,6.5125,1183000.0,690.3,55230.0,312.8,21780.0
527,465.33709,6.3426,6.2541,6.5269,707500.0,258.9,32340.0,,1241.0
528,470.29131,6.3101,6.1748,6.5125,295400.0,,13650.0,52.52,2582.0
529,480.2787,6.3574,6.2757,6.7152,625700.0,64430.0,19690.0,912.4,1635.0
530,498.28887,6.3106,6.1605,6.5135,298800.0,27160.0,8082.0,237.8,4387.0
531,515.31543,6.2993,6.1892,6.6145,501100.0,48990.0,15890.0,,147.3
533,356.27959,6.3069,6.037,6.4199,541100.0,3293.0,36210.0,5063.0,5887.0
534,424.30596,6.3538,6.2324,6.5316,400500.0,4702.0,29780.0,4341.0,6381.0
535,504.18708,6.4403,6.2578,6.8483,175700.0,15890.0,16710.0,19990.0,14360.0
536,390.33162,6.4086,6.301,6.6134,466300.0,163.2,26020.0,44.4,
537,589.96921,6.4552,6.3683,6.599,404300.0,86.95,19420.0,,
538,782.3069,6.4728,6.4019,6.5846,370800.0,1699.0,16420.0,1598.0,427.2
539,450.21239,6.498,6.3874,6.6865,274300.0,30890.0,13250.0,27750.0,26680.0
540,380.27966,6.5557,6.2384,6.6754,618300.0,10170.0,44890.0,521.4,2769.0
541,449.38515,6.4944,6.4489,6.5892,341000.0,8652.0,9354.0,7814.0,9254.0
542,583.25568,6.5052,6.4403,6.6422,266000.0,1616.0,12030.0,800.7,1727.0
543,396.27506,6.4944,6.3837,6.6865,449300.0,23610.0,3130.0,4831.0,5417.0
544,358.29515,6.5882,6.1521,7.0315,692400.0,10850.0,129800.0,8521.0,7623.0
545,750.33651,6.5377,6.3767,6.766,253600.0,12480.0,149.0,1569.0,27850.0
546,616.17696,6.5629,6.4836,6.9016,277500.0,7331.0,33930.0,13540.0,13150.0
547,764.3517,6.5846,6.4557,6.838,1844000.0,32990.0,597.0,5328.0,94890.0
548,414.28503,6.6062,6.521,6.8017,191900.0,10190.0,9973.0,9603.0,10240.0
549,391.20875,6.6062,6.5066,6.7729,183400.0,9848.0,9748.0,8837.0,9864.0
550,377.22992,6.6242,6.4115,6.8295,423000.0,1816.0,42860.0,7695.0,21320.0
551,400.30583,6.6314,6.4883,6.8093,551700.0,4296.0,36400.0,10200.0,15970.0
552,424.30582,6.5917,6.4413,7.0026,544300.0,2581.0,64310.0,10700.0,44080.0
553,431.1337,6.6422,6.5498,7.2084,547700.0,31690.0,45570.0,41940.0,43170.0
554,382.29529,6.599,6.4413,6.845,867000.0,60700.0,4761.0,1920.0,2887.0
555,617.99955,6.661,6.5413,7.2452,14900000.0,,749400.0,357.8,1338.0
556,404.20666,6.6709,6.5354,6.8882,1356000.0,47960.0,8192.0,53440.0,68570.0
557,409.16208,6.6709,6.5568,6.8813,1300000.0,52920.0,8274.0,55780.0,68910.0
558,387.18014,6.6709,6.5027,6.8813,3848000.0,148700.0,25470.0,159800.0,204000.0
559,432.23822,6.6709,6.5172,7.09,14140000.0,566700.0,96590.0,597000.0,750200.0
560,418.2221,6.6745,6.5748,6.8593,668600.0,27090.0,3992.0,26060.0,33860.0
561,380.2794,6.7465,6.5932,6.9882,687000.0,20230.0,65420.0,2546.0,16790.0
562,702.28047,6.7033,6.6422,6.8295,2052000.0,1723.0,87690.0,5676.0,1641.0
563,415.13861,6.7357,6.5712,7.0323,420200.0,40300.0,39470.0,35510.0,37080.0
564,455.13135,6.7465,6.6036,7.2189,6112000.0,785500.0,717300.0,705400.0,682500.0
565,450.176,6.7465,6.5557,7.3154,5984000.0,848500.0,849400.0,780900.0,814200.0
566,716.25557,6.8098,6.6709,7.017,703200.0,,42060.0,92.36,77.23
567,478.20734,6.7609,6.5354,7.0611,3171000.0,350800.0,403900.0,351500.0,372900.0
568,816.32236,6.7717,6.618,7.0034,357900.0,38500.0,37090.0,34620.0,36890.0
569,770.34555,6.8186,6.6898,6.9594,318300.0,2637.0,140.1,16810.0,7523.0
570,355.25428,6.7573,6.6221,6.9059,330500.0,848.3,5607.0,14370.0,7024.0
571,370.25871,6.8222,6.7372,7.0399,759600.0,653.6,11280.0,529.1,38930.0
574,646.03091,6.9288,6.8151,7.2319,2985000.0,60.88,180800.0,,352.9
575,460.27069,6.9195,6.8728,6.9966,1440000.0,71590.0,41930.0,28670.0,31630.0
576,415.21157,6.9231,6.8237,7.0789,718600.0,37390.0,19720.0,15760.0,14110.0
577,432.23814,6.9303,6.8525,7.1366,230000.0,13470.0,3284.0,13580.0,19290.0
578,734.33915,6.9339,6.8006,7.1698,1028000.0,6705.0,107.0,3268.0,45630.0
579,376.25951,7.006,6.9161,7.4556,3415000.0,105200.0,116500.0,160100.0,135700.0
580,393.28591,7.006,6.9305,7.2361,988600.0,29140.0,30870.0,44880.0,36550.0
581,421.31735,7.006,6.9245,7.2361,1706000.0,48380.0,53860.0,74450.0,60720.0
582,414.29462,6.9844,6.8237,7.2319,1999000.0,755.4,96890.0,430.7,12250.0
583,432.31062,7.0457,6.9347,7.2319,644700.0,2449.0,33090.0,12890.0,9159.0
584,450.31994,6.9699,6.838,7.0892,1285000.0,257.4,53310.0,258.2,3342.0
585,748.35686,7.0384,6.9603,7.8017,10250000.0,366400.0,12440.0,139000.0,466400.0
586,770.33872,7.0384,6.9823,7.213,651500.0,21220.0,274.4,7200.0,27200.0
587,408.31097,7.0673,6.8957,7.1987,259700.0,4492.0,1444.0,6464.0,16060.0
588,359.21866,7.2138,6.8593,7.2971,322800.0,27680.0,6514.0,2575.0,11420.0
589,358.29507,7.125,6.989,7.2499,690800.0,21180.0,48640.0,19360.0,43360.0
590,478.20722,7.1286,6.9966,7.7615,2318000.0,189000.0,152000.0,174900.0,140800.0
591,483.16264,7.1286,7.0357,7.2547,429900.0,26340.0,16630.0,22950.0,19460.0
592,380.27953,7.1466,6.9882,7.246,333700.0,8437.0,28020.0,312.0,14860.0
593,464.28162,7.1855,7.0611,7.3583,992600.0,123200.0,29920.0,2720.0,2581.0
594,700.26758,7.1126,6.4692,7.2865,592900.0,,60970.0,335.1,72.63
595,387.19286,7.1754,7.0933,7.7327,2597000.0,164400.0,147300.0,157300.0,160100.0
597,453.16693,7.2422,7.1332,7.7442,1459000.0,94470.0,72300.0,59110.0,50530.0
598,476.26369,7.2386,7.151,7.573,997300.0,59730.0,61930.0,38970.0,33620.0
599,488.29902,7.2455,7.05,7.4208,856700.0,49560.0,51280.0,33510.0,29760.0
600,415.21124,7.2455,7.0611,8.2661,47760000.0,2969000.0,2606000.0,1900000.0,1650000.0
601,432.23783,7.2455,7.09,7.7174,13850000.0,706300.0,623500.0,423000.0,381700.0
602,437.19318,7.2455,7.1044,7.7236,13680000.0,885600.0,706700.0,578500.0,454400.0
603,460.26907,7.2455,7.09,7.7751,80480000.0,5403000.0,5021000.0,3516000.0,3215000.0
604,446.25315,7.2455,7.1698,7.4303,4167000.0,264800.0,231200.0,169500.0,150800.0
605,502.2793,7.2455,7.1266,7.4496,1174000.0,65770.0,63810.0,45580.0,39660.0
606,374.36238,7.2523,7.1468,7.47,764000.0,31660.0,17170.0,42360.0,43580.0
608,686.28458,7.273,7.1901,7.4865,1799000.0,3840.0,81060.0,7751.0,4513.0
609,478.17062,7.3442,7.151,8.4826,16030000.0,2141000.0,1750000.0,1773000.0,1977000.0
610,483.12596,7.3442,7.2361,7.7184,10960000.0,1226000.0,1071000.0,1215000.0,1136000.0
611,499.0996,7.3442,7.2361,7.5794,1327000.0,135100.0,96590.0,136700.0,101600.0
612,506.20188,7.3514,7.1654,7.6226,3635000.0,358800.0,371600.0,391700.0,400100.0
613,698.30129,7.3585,7.2223,7.7955,823500.0,137500.0,100700.0,151600.0,124400.0
614,654.27508,7.3621,7.2223,7.7955,1026000.0,172000.0,158800.0,182400.0,153600.0
615,697.25305,7.3764,7.2865,7.6741,9022000.0,18550.0,437600.0,21350.0,9576.0
616,719.23445,7.3764,7.3009,7.5875,1843000.0,4253.0,91320.0,4132.0,2406.0
617,742.32307,7.3548,7.2827,7.5599,2071000.0,55220.0,69370.0,49440.0,50500.0
619,714.27886,7.38,7.2865,7.7184,30490000.0,78650.0,1524000.0,86540.0,48970.0
620,356.35182,7.3835,7.2688,7.7184,932700.0,72160.0,19640.0,95770.0,100300.0
621,754.3475,7.4259,7.3206,7.5939,1172000.0,32400.0,,48010.0,60260.0
622,464.2826,7.4195,7.2827,7.8624,2062000.0,265000.0,25970.0,119.0,213.7
623,500.30166,7.3515,7.2499,7.848,877300.0,113900.0,10920.0,166.9,165.0
625,683.27444,7.5168,7.4267,7.6895,2554000.0,39360.0,834.8,118800.0,67090.0
626,700.30241,7.4739,7.3295,7.8624,7797000.0,131600.0,7100.0,374900.0,215200.0
627,728.33359,7.5601,7.4352,7.7174,1515000.0,18780.0,3232.0,60260.0,32370.0
629,460.26995,7.5024,7.3871,7.7442,2366000.0,142500.0,100300.0,91920.0,95210.0
632,437.16985,7.6249,7.4845,7.7751,477100.0,27100.0,16710.0,23970.0,23300.0
633,361.23455,7.5637,7.3062,8.03,2315000.0,34250.0,44530.0,56250.0,154500.0
634,669.29714,7.6465,7.5586,7.8161,687200.0,5896.0,70.36,9741.0,34220.0
635,686.32157,7.671,7.5711,7.9316,1825000.0,14880.0,,25280.0,88700.0
636,714.35581,7.6646,7.5855,7.845,1142000.0,7410.0,65.95,14190.0,52020.0
637,726.33292,7.6898,7.573,8.0118,678900.0,55230.0,54890.0,62680.0,44930.0
638,682.30669,7.7042,7.5567,8.1507,807500.0,86050.0,80900.0,69660.0,69790.0
639,506.20216,7.7079,7.5875,8.2223,4844000.0,454600.0,529300.0,503400.0,519600.0
640,511.15737,7.7079,7.6371,8.2373,1018000.0,105200.0,71270.0,105900.0,76040.0
641,415.18801,7.5816,7.4845,7.6803,1957000.0,103600.0,89890.0,100600.0,94710.0
642,460.24574,7.578,7.4845,7.6864,2495000.0,136300.0,121000.0,135100.0,130500.0
643,385.23478,7.7186,7.5711,7.9255,1724000.0,12520.0,21160.0,110500.0,86370.0
644,425.19408,7.7618,7.6741,7.9774,984100.0,20450.0,49520.0,24860.0,19660.0
645,358.36767,7.7726,7.6452,8.4537,20890000.0,391700.0,146900.0,735400.0,1264000.0
646,402.39387,7.7979,7.6947,7.949,473000.0,15770.0,4654.0,24850.0,25820.0
647,374.36255,7.834,7.7318,8.1005,1089000.0,33450.0,13360.0,30910.0,66710.0
648,714.23883,7.8628,7.7606,8.5835,3028000.0,511600.0,535700.0,513500.0,455400.0
649,742.26996,7.8628,7.7379,8.2297,1319000.0,138800.0,177600.0,149700.0,196500.0
650,752.33188,7.8632,7.7667,8.0262,1028000.0,5489.0,,49260.0,26430.0
651,719.19403,7.87,7.7811,8.1363,1501000.0,213300.0,155100.0,210800.0,192500.0
652,386.3625,7.9026,7.7728,8.2517,498900.0,37590.0,33890.0,33440.0,34570.0
653,698.29719,7.8593,7.7092,8.0207,703500.0,28730.0,10300.0,16570.0,17590.0
654,570.25626,8.0393,7.8883,8.3163,1221000.0,6972.0,3445.0,31100.0,123400.0
656,385.27341,7.9782,7.8473,8.3883,7787000.0,40110.0,16130.0,167200.0,448700.0
657,478.29248,8.0103,7.9028,8.1075,3470000.0,43520.0,25970.0,94200.0,182800.0
658,502.29244,8.0498,7.9028,8.3234,16930000.0,187200.0,55460.0,227500.0,861800.0
659,580.27477,8.0139,7.8913,8.6175,1370000.0,315400.0,284400.0,321300.0,296700.0
660,361.27311,8.0139,7.8624,8.4462,2789000.0,32390.0,8362.0,38740.0,159600.0
661,524.27446,8.0139,7.8677,8.0931,2529000.0,30980.0,7748.0,37070.0,127000.0
663,443.18258,8.0533,7.9635,8.6267,5257000.0,398000.0,373400.0,333700.0,391900.0
664,465.16438,8.0533,7.9688,8.4681,3224000.0,175700.0,159500.0,169800.0,120800.0
665,488.24113,8.0533,7.9545,8.5741,8694000.0,559100.0,689600.0,699700.0,607000.0
666,460.20901,8.0569,7.9316,8.5835,1234000.0,94300.0,85660.0,81130.0,73290.0
667,387.11982,8.0569,7.9485,8.6267,1296000.0,95770.0,78900.0,80520.0,80240.0
668,548.27437,8.0393,7.8739,8.4462,5607000.0,29600.0,12150.0,131000.0,558900.0
669,526.29277,8.0717,7.8161,8.7038,39270000.0,246900.0,113600.0,1039000.0,2159000.0
674,590.32102,8.2184,8.1267,8.3163,596100.0,6349.0,821.8,32640.0,36550.0
675,387.2883,8.2039,8.0495,8.3163,692100.0,11150.0,1401.0,3777.0,39770.0
678,520.33959,8.3194,8.1987,8.4606,3967000.0,126400.0,180300.0,283200.0,285700.0
679,437.37349,8.3302,8.242,8.5741,2378000.0,9291.0,22190.0,109700.0,23310.0
680,459.35519,8.3302,8.2512,8.5452,1686000.0,7935.0,15040.0,81470.0,15620.0
681,528.30351,8.1535,8.0207,8.2805,3461000.0,48850.0,6327.0,53500.0,191300.0
682,594.1601,8.341,8.2152,8.5183,806700.0,19560.0,5097.0,32860.0,42290.0
683,546.35072,8.3447,8.1363,8.6556,925300.0,190000.0,19820.0,62620.0,18150.0
684,608.30609,8.3591,8.2078,8.6175,953400.0,137800.0,150100.0,144900.0,145800.0
685,568.3397,8.2148,8.1005,8.3163,5734000.0,67000.0,14060.0,310400.0,344100.0
686,524.37094,8.3771,7.9635,9.3058,7610000.0,1783000.0,230700.0,634100.0,405500.0
687,544.33962,8.2689,8.122,8.3883,4942000.0,151100.0,41480.0,152700.0,342200.0
688,616.46279,8.4674,8.2585,8.7484,587700.0,58230.0,82330.0,85450.0,103200.0
689,520.33948,8.5504,8.4535,8.8052,1742000.0,89960.0,111100.0,159200.0,114900.0
690,454.29238,8.5756,8.4297,8.8911,2825000.0,92780.0,50070.0,182200.0,26150.0
691,383.20351,8.59,8.4875,9.1024,1033000.0,81560.0,87440.0,82940.0,95530.0
692,712.34027,8.6079,8.4679,8.8335,1408000.0,25900.0,112.8,69600.0,58780.0
693,689.26115,8.6476,8.4894,8.8335,1382000.0,26900.0,687.6,70050.0,60900.0
694,762.27524,8.6512,8.4585,9.1944,774200.0,80030.0,167200.0,123900.0,129000.0
695,667.27876,8.6476,8.5039,8.9771,4769000.0,92840.0,1760.0,238700.0,200500.0
696,684.3057,8.6476,8.4393,9.0633,12050000.0,242900.0,5641.0,611500.0,525300.0
698,675.28151,8.8222,8.7197,9.0315,2400000.0,38980.0,,43800.0,137300.0
699,653.29969,8.8222,8.7053,9.1161,8322000.0,146000.0,,161500.0,455800.0
700,670.32148,8.7949,8.6842,9.0883,15070000.0,251300.0,546.6,282600.0,810600.0
701,698.35755,8.8222,8.7053,9.059,13920000.0,208400.0,,251700.0,769000.0
702,786.20193,8.9307,8.7905,9.1024,2203000.0,46940.0,13010.0,76480.0,122400.0
704,678.47796,9.0201,8.8418,9.6006,1240000.0,32390.0,43490.0,41210.0,144800.0
705,634.4519,9.0308,8.8428,9.2261,1193000.0,40860.0,37620.0,43360.0,124100.0
706,668.31039,9.1082,8.8052,9.3507,3860000.0,86700.0,,136400.0,207000.0
707,696.34158,9.1082,8.7327,9.3507,5357000.0,111900.0,,193300.0,309800.0
708,350.2659,9.1583,9.0128,9.5119,1696000.0,298200.0,207800.0,166400.0,195500.0
710,892.61873,9.2183,9.0031,9.5119,2909000.0,440800.0,394500.0,366300.0,384400.0
711,776.57179,9.202,9.0346,9.8338,7175000.0,1557000.0,1244000.0,1191000.0,1261000.0
712,820.59787,9.202,8.9915,9.8196,3549000.0,816700.0,669900.0,620700.0,805300.0
713,688.51976,9.2218,9.0633,9.8338,18510000.0,3824000.0,4061000.0,2860000.0,3073000.0
714,732.54577,9.2218,9.059,9.8338,12000000.0,2588000.0,2100000.0,1930000.0,2101000.0
715,644.49361,9.2286,9.0742,9.8391,24060000.0,5054000.0,5419000.0,4892000.0,4088000.0
716,758.56844,9.2716,8.2709,9.6761,23810000.0,108600.0,210000.0,3365000.0,7999000.0
717,600.46753,9.2416,9.0877,9.8391,28310000.0,5977000.0,6372000.0,5733000.0,4801000.0
718,556.44146,9.245,9.0917,9.8312,28720000.0,6024000.0,6494000.0,5816000.0,5645000.0
719,848.59271,9.2484,9.0877,9.8255,4492000.0,645300.0,653400.0,766300.0,628000.0
720,512.41534,9.2551,9.0982,9.8312,22930000.0,4855000.0,5224000.0,4645000.0,5213000.0
721,806.57002,9.2784,8.3667,10.0623,9261000.0,179100.0,10470000.0,155900.0,235100.0
722,810.59852,9.3117,8.5402,9.7085,2618000.0,1413000.0,274400.0,759500.0,100400.0
723,424.36255,9.2517,9.0982,9.8208,4265000.0,945900.0,875900.0,811300.0,1035000.0
724,468.38903,9.2551,9.1019,9.8846,11280000.0,2451000.0,2688000.0,2329000.0,2630000.0
725,804.567,9.2619,9.1019,9.8391,5960000.0,1047000.0,595100.0,1009000.0,785500.0
726,760.54074,9.2716,9.0742,9.7379,7274000.0,1044000.0,1352000.0,947500.0,974700.0
727,496.33943,9.3253,9.1019,9.9728,3421000.0,326900.0,161700.0,630500.0,170600.0
728,716.51478,9.2983,9.1341,10.1151,8778000.0,1319000.0,2025000.0,1097000.0,1243000.0
729,672.48858,9.3118,9.1679,9.9981,10020000.0,1456000.0,2113000.0,1181000.0,1369000.0
730,628.46238,9.3286,9.1852,9.9463,10820000.0,1882000.0,1627000.0,1827000.0,1718000.0
731,584.43642,9.3589,9.2081,10.1817,11070000.0,1854000.0,2444000.0,1375000.0,2047000.0
732,540.41028,9.3793,9.2261,9.8208,9366000.0,1666000.0,1515000.0,1301000.0,1841000.0
733,496.38379,9.4,9.2471,9.8208,8204000.0,1291000.0,1184000.0,1153000.0,1455000.0
734,452.35755,9.4274,9.2776,9.9141,4522000.0,729200.0,658500.0,557100.0,880900.0
735,834.6139,9.5545,9.3853,10.2088,6634000.0,990400.0,1494000.0,935900.0,1257000.0
736,790.58753,9.5869,9.3922,10.2348,12790000.0,1934000.0,3078000.0,1926000.0,2429000.0
737,575.41227,9.6322,9.3941,9.9838,3143000.0,749800.0,136800.0,130100.0,258800.0
738,746.56158,9.5903,9.1856,10.7879,21430000.0,3556000.0,6222000.0,3222000.0,5878000.0
739,702.53547,9.6033,9.4213,10.4201,31550000.0,4898000.0,7642000.0,4861000.0,8329000.0
740,764.51967,9.6742,8.8428,9.808,4445000.0,1713000.0,909.5,161200.0,16350.0
741,658.50939,9.6162,9.4283,10.825,43230000.0,6585000.0,10430000.0,7304000.0,12560000.0
742,614.48336,9.651,9.434,10.983,51760000.0,7854000.0,16020000.0,7936000.0,12210000.0
743,526.43113,9.6448,9.434,10.8576,48590000.0,7272000.0,14890000.0,7281000.0,13780000.0
744,570.45723,9.651,9.434,10.983,55510000.0,8323000.0,17240000.0,9464000.0,13110000.0
745,394.35224,9.6511,9.2929,10.2481,4884000.0,666500.0,1200000.0,777300.0,835800.0
746,571.46046,9.6289,9.4283,9.8529,17830000.0,2733000.0,3318000.0,1859000.0,3308000.0
747,482.40478,9.6576,9.4351,10.997,29210000.0,4043000.0,8964000.0,5569000.0,7983000.0
748,438.37846,9.6576,9.4491,10.7318,11010000.0,1472000.0,3252000.0,1618000.0,2667000.0
749,443.33369,9.6576,9.3922,9.9838,4179000.0,862000.0,592600.0,542600.0,541300.0
750,487.36003,9.7373,9.6305,10.4201,5452000.0,298600.0,54340.0,465100.0,491800.0
751,637.30476,9.6804,9.5447,10.0641,27600000.0,626800.0,769200.0,866800.0,2105000.0
752,682.36253,9.6804,9.4122,10.0641,40960000.0,931800.0,1289000.0,1259000.0,3161000.0
753,654.33133,9.6804,9.571,10.0778,12430000.0,294600.0,312900.0,399600.0,941100.0
754,659.28626,9.6833,9.5622,10.0955,5501000.0,134700.0,172800.0,129600.0,536700.0
755,780.55152,9.7842,9.2244,10.0689,8815000.0,175700.0,90030.0,289900.0,3812000.0
756,782.56773,9.8039,8.475,10.0424,16770000.0,150400.0,4093000.0,52060.0,5100000.0
757,784.58068,9.8109,8.7197,10.082,3826000.0,21570.0,546000.0,93070.0,2820000.0
758,758.56869,9.8143,8.5328,10.0556,31700000.0,85410.0,177400.0,646000.0,27230000.0
